deal_unique_id,from_currency_ISO_code,to_currency_ISO_code,deal_timestamp,deal_amount
64,INR,EURO,05/29/1985,5326
65,EURO,USD,05/09/1907,2468
66,EURO,USD,04/30/2026,7885
67,AED,EURO,07/22/1983,8923
68,USD,USD,07/21/2068,1872
69,INR,AED,04/22/1936,2203
70,AED,INR,09/23/2060,4373
71,AED,USD,01/03/1982,1862
72,INR,USD,06/04/2025,6035
73,AED,AED,02/27/2022,61
74,INR,USD,05/19/2042,5371
75,AED,INR,09/13/1927,1564
76,AED,AED,03/04/1921,8566
77,AED,INR,06/08/2050,9626
78,EURO,USD,01/27/1933,7884
79,AED,USD,02/19/1964,5954
80,INR,INR,06/10/2060,185
81,AED,EURO,08/09/2038,3398
82,EURO,INR,03/12/2049,3774
83,AED,AED,11/11/2020,5499
84,INR,USD,06/02/1991,5954
85,INR,USD,02/23/1969,4111
86,INR,USD,08/01/1951,4997
87,EURO,AED,04/26/1982,6703
88,EURO,USD,01/07/1913,166
89,AED,INR,01/05/1925,2355
90,USD,EURO,09/14/1968,7304
91,EURO,USD,11/12/1901,7481
92,USD,INR,06/18/2064,7273
93,AED,EURO,09/15/1911,9573
94,AED,AED,11/01/1976,1309
95,AED,AED,04/19/2023,2638
96,EURO,USD,06/14/2014,9336
97,INR,EURO,08/21/1918,294
98,INR,USD,09/06/1990,6413
99,EURO,EURO,01/03/1969,8128
100,INR,USD,03/09/1913,7681
101,USD,AED,06/15/1971,8094
102,AED,AED,02/26/1902,568
103,INR,EURO,12/06/1989,344
104,USD,AED,01/25/1976,8973
105,USD,EURO,10/18/1942,9944
106,INR,USD,02/20/1935,9763
107,INR,INR,03/13/1954,2540
108,EURO,INR,11/19/1984,4326
109,AED,EURO,05/06/1902,5898
110,AED,INR,02/18/1984,5069
111,INR,AED,05/27/2067,8841
112,AED,INR,10/11/1906,37
113,EURO,USD,03/07/1952,8155
114,EURO,AED,11/29/1991,6267
115,EURO,USD,10/14/2048,2970
116,INR,EURO,03/17/2021,9401
117,USD,AED,07/16/1915,7248
118,USD,AED,08/16/2027,5190
119,INR,EURO,12/09/1918,4015
120,INR,INR,07/22/1986,7726
121,USD,USD,03/30/2018,4504
122,USD,EURO,03/14/2018,9093
123,INR,EURO,01/06/1909,5768
124,AED,USD,05/12/2000,669
125,AED,USD,12/20/1918,701
126,INR,USD,11/22/1908,1334
127,EURO,AED,05/28/1933,9716
128,USD,EURO,07/26/1943,7190
129,USD,USD,05/22/2045,1981
130,INR,AED,06/16/1924,8623
131,AED,AED,02/07/1940,9212
132,USD,EURO,07/09/1990,4619
133,AED,AED,10/29/1938,4532
134,USD,INR,12/15/2019,3359
135,USD,USD,10/19/2022,7631
136,USD,EURO,08/04/1955,1800
137,USD,USD,12/19/1941,7433
138,EURO,USD,09/20/1920,6806
139,USD,INR,09/16/1941,9724
140,AED,AED,02/22/1930,2209
141,INR,USD,04/22/2024,2494
142,AED,EURO,04/04/2060,6873
143,INR,USD,08/16/1986,6731
144,INR,USD,04/09/2068,50
145,INR,EURO,06/24/2047,250
146,AED,USD,03/25/2058,7618
147,AED,EURO,03/23/1939,6881
148,INR,AED,10/07/1943,9328
149,AED,INR,02/10/1915,9100
150,EURO,AED,10/30/2029,1767
151,USD,AED,04/28/2024,5100
152,EURO,AED,05/05/2017,7157
153,INR,AED,11/16/1915,1932
154,INR,AED,12/04/1907,1418
155,INR,INR,05/14/2014,555
156,USD,INR,05/31/2020,6319
157,USD,USD,11/25/1971,4393
158,USD,EURO,08/20/2011,3766
159,EURO,INR,03/06/2017,6766
160,AED,EURO,11/06/2032,9215
161,INR,USD,10/19/2069,7201
162,USD,USD,12/05/1990,3365
163,EURO,EURO,04/21/1955,7663
164,EURO,USD,09/11/2025,7457
165,USD,AED,07/18/2007,8141
166,AED,INR,04/27/2015,9842
167,USD,AED,02/17/1942,4109
168,EURO,INR,10/26/1929,5612
169,USD,AED,11/20/1902,4986
170,INR,EURO,05/20/1915,1013
171,AED,USD,03/14/1953,3985
172,EURO,INR,12/05/1978,648
173,INR,EURO,09/29/1943,9276
174,EURO,INR,04/01/1968,2116
175,EURO,EURO,03/24/2068,530
176,USD,INR,06/13/1944,3189
177,INR,USD,12/27/1915,6166
178,USD,USD,09/11/1948,2401
179,USD,USD,11/03/1952,6407
180,AED,AED,06/26/1981,8502
181,EURO,EURO,05/23/1997,558
182,USD,AED,07/01/1909,8133
183,INR,INR,03/27/1949,6629
184,USD,EURO,08/16/1987,9610
185,AED,USD,07/13/1933,714
186,EURO,INR,08/26/1961,6286
187,INR,USD,05/01/1942,7720
188,EURO,USD,11/21/1906,838
189,EURO,AED,04/05/1961,2526
190,EURO,USD,04/30/2018,9712
191,INR,EURO,11/07/1909,8824
192,USD,AED,11/18/1996,2635
193,EURO,EURO,11/11/2018,4081
194,EURO,EURO,09/16/1941,4578
195,EURO,USD,11/27/2067,7648
196,EURO,AED,08/26/1913,5029
197,USD,AED,07/09/1917,7118
198,EURO,AED,11/12/1928,9712
199,USD,USD,09/09/1983,9366
200,INR,AED,10/07/2024,2970
201,AED,EURO,07/03/2022,1215
202,INR,AED,09/27/1969,5406
203,INR,USD,07/30/2058,7311
204,EURO,USD,08/15/2049,1563
205,USD,EURO,11/01/2054,1195
206,AED,EURO,10/21/2030,2127
207,EURO,AED,12/01/1969,4724
208,INR,EURO,02/14/2051,7209
209,EURO,INR,02/26/1992,8026
210,USD,INR,08/29/2022,7122
211,INR,INR,08/25/1969,6492
212,AED,EURO,12/07/1993,370
213,EURO,INR,10/31/1976,3437
214,INR,EURO,02/27/1984,7745
215,USD,USD,05/29/2002,4589
216,EURO,USD,05/08/1948,2196
217,AED,USD,10/23/1976,6398
218,INR,AED,05/27/2028,7561
219,AED,USD,03/17/1969,6107
220,INR,EURO,08/19/1968,4367
221,USD,AED,05/30/1978,8819
222,USD,USD,06/16/1963,7786
223,USD,EURO,04/12/2066,6328
224,AED,USD,12/14/1962,3744
225,AED,AED,07/17/1988,5250
226,INR,AED,12/19/2032,753
227,INR,INR,10/11/1950,4585
228,EURO,EURO,11/18/1962,7776
229,AED,INR,01/01/2067,6308
230,INR,INR,02/02/2018,417
231,USD,AED,01/31/2021,2866
232,AED,USD,10/31/2032,4120
233,EURO,AED,11/10/2066,7718
234,EURO,USD,06/24/1902,8831
235,EURO,EURO,06/06/2057,2044
236,INR,EURO,01/05/1917,3675
237,USD,INR,08/09/1928,3256
238,EURO,EURO,04/18/1973,457
239,INR,AED,02/08/2030,8926
240,INR,INR,08/30/1990,7065
241,AED,USD,12/15/1936,7538
242,EURO,AED,05/26/1945,7586
243,INR,USD,07/24/1962,8022
244,AED,AED,10/14/1908,582
245,USD,INR,10/04/1913,7168
246,AED,AED,09/19/1920,6373
247,USD,INR,11/26/1931,2051
248,USD,EURO,01/11/1906,7327
249,INR,INR,11/29/2049,3626
250,USD,USD,11/15/2060,9456
251,INR,INR,02/24/1948,9690
252,AED,USD,01/17/1956,8899
253,INR,EURO,08/14/1943,3890
254,USD,AED,12/17/2030,2650
255,EURO,EURO,11/17/1935,7468
256,EURO,AED,03/30/1965,9746
257,AED,INR,05/22/1970,6957
258,EURO,EURO,04/22/2069,2173
259,USD,AED,09/23/1953,1141
260,USD,INR,05/30/1983,1446
261,USD,USD,10/10/1946,1993
262,INR,AED,01/14/2049,8834
263,INR,AED,04/14/2004,8437
264,INR,USD,06/02/1938,5648
265,AED,AED,03/04/1986,1559
266,EURO,INR,05/10/2059,9248
267,EURO,EURO,12/23/2012,8244
268,USD,EURO,05/06/1922,3014
269,AED,AED,02/04/2038,1002
270,AED,EURO,11/25/2049,1268
271,AED,INR,02/06/2022,1836
272,EURO,USD,05/03/1915,3539
273,USD,AED,11/10/2004,2614
274,USD,USD,12/16/1983,4744
275,USD,AED,01/26/2032,4988
276,EURO,AED,12/30/2021,7381
277,INR,USD,11/03/2023,753
278,AED,EURO,03/23/1996,5109
279,AED,EURO,04/26/1929,3374
280,USD,AED,03/24/1996,4651
281,USD,INR,05/03/1971,257
282,EURO,AED,03/26/2063,169
283,AED,AED,07/01/2052,1319
284,USD,USD,06/28/1955,8946
285,AED,USD,09/11/1985,3778
286,INR,INR,11/22/1916,9979
287,INR,EURO,02/11/1925,1704
288,USD,EURO,12/05/1940,8730
289,AED,EURO,05/28/1926,4718
290,USD,USD,08/18/2011,908
291,AED,USD,05/23/2001,8901
292,USD,INR,06/02/2053,3321
293,INR,EURO,05/15/2051,1054
294,INR,EURO,10/09/2048,9380
295,INR,USD,03/22/2004,1432
296,EURO,EURO,11/27/1991,8741
297,AED,AED,05/12/2066,7552
298,EURO,EURO,04/22/1911,3160
299,EURO,AED,01/23/1947,4165
300,USD,INR,10/27/1904,8622
301,EURO,AED,03/13/2067,1286
302,USD,AED,08/17/1954,1389
303,AED,EURO,03/08/1904,4996
304,INR,USD,05/04/1918,6250
305,AED,EURO,11/11/1933,1521
306,EURO,USD,01/02/1961,4967
307,EURO,USD,03/21/2016,5958
308,INR,USD,02/11/2043,8743
309,AED,EURO,06/06/2018,3942
310,AED,USD,07/15/1945,7365
311,EURO,EURO,09/09/1983,712
312,AED,INR,01/02/1996,3101
313,USD,USD,07/11/2005,326
314,AED,INR,08/26/1996,593
315,USD,USD,05/17/1954,5145
316,AED,INR,08/24/2014,3795
317,INR,INR,01/13/1971,2416
318,AED,USD,07/01/1912,2395
319,USD,AED,12/29/2044,1805
320,EURO,USD,10/04/2040,4761
321,AED,AED,09/10/1974,9407
322,INR,EURO,04/14/2004,8629
323,USD,EURO,02/21/2030,1155
324,AED,EURO,10/14/2064,2514
325,USD,USD,05/16/2044,9256
326,AED,EURO,08/05/1917,3080
327,INR,AED,10/31/1994,9561
328,AED,INR,04/03/2018,2379
329,USD,AED,03/12/2004,130
330,INR,INR,10/05/1966,9042
331,INR,EURO,07/13/1952,3462
332,USD,EURO,02/01/2005,2114
333,INR,INR,03/03/2054,6402
334,AED,EURO,09/20/1984,7975
335,INR,AED,12/16/1987,3321
336,AED,INR,08/28/1996,3563
337,USD,AED,02/26/1966,7579
338,INR,EURO,02/19/2044,1408
339,EURO,EURO,04/13/2032,3355
340,USD,EURO,05/22/2035,3610
341,USD,USD,11/21/1953,5733
342,AED,INR,04/01/1935,4454
343,USD,INR,05/02/2003,2521
344,AED,USD,08/22/1989,1595
345,USD,EURO,05/11/2046,644
346,AED,INR,10/22/2026,7200
347,AED,INR,11/10/1910,587
348,EURO,EURO,05/23/1945,3966
349,EURO,USD,04/12/2025,3486
350,AED,EURO,09/13/2070,2441
351,EURO,EURO,03/18/1935,1415
352,USD,INR,05/06/2062,1480
353,EURO,AED,07/22/1975,391
354,EURO,INR,03/02/1924,7466
355,USD,AED,10/10/2044,2019
356,INR,INR,12/15/2021,6785
357,USD,AED,12/16/1977,9404
358,AED,EURO,07/03/2000,6893
359,AED,INR,12/30/2024,6848
360,INR,INR,08/09/2000,630
361,USD,INR,12/20/1970,8704
362,INR,EURO,12/26/2046,4185
363,EURO,INR,05/10/1933,9189
364,AED,AED,09/22/2047,4875
365,AED,INR,02/22/1941,632
366,USD,INR,12/14/1914,3790
367,EURO,INR,08/06/2006,3597
368,INR,AED,10/23/2044,3921
369,AED,INR,01/11/2029,1085
370,USD,INR,04/25/2006,6129
371,EURO,INR,09/08/2038,5559
372,INR,EURO,07/17/2018,6767
373,EURO,INR,02/18/1930,6063
374,INR,EURO,05/20/2051,1604
375,EURO,AED,07/24/1951,2313
376,EURO,USD,01/21/1924,5391
377,INR,AED,03/08/1958,2940
378,EURO,INR,01/03/1983,2939
379,USD,EURO,08/07/2013,4610
380,EURO,EURO,04/07/1919,1539
381,USD,EURO,10/28/1991,723
382,EURO,AED,06/14/2070,643
383,EURO,INR,11/04/1935,7415
384,EURO,INR,11/03/1970,7427
385,INR,EURO,01/09/2039,3350
386,USD,EURO,10/01/1957,8905
387,AED,INR,10/26/2022,4775
388,USD,EURO,11/22/1908,815
389,INR,INR,11/28/1907,1511
390,AED,USD,03/01/2031,4499
391,USD,USD,03/01/1961,6998
392,USD,INR,06/19/1933,4612
393,AED,AED,11/17/2064,5802
394,INR,INR,07/11/1964,7674
395,EURO,INR,01/31/1973,5891
396,USD,AED,01/14/2010,6437
397,INR,INR,01/18/2005,1943
398,EURO,EURO,01/18/2060,9255
399,AED,USD,01/23/2045,8219
400,USD,INR,05/29/1929,2517
401,INR,INR,10/30/2067,2714
402,INR,USD,12/13/1910,1527
403,USD,AED,05/07/1985,989
404,EURO,AED,07/01/2000,7138
405,INR,EURO,08/03/1994,8706
406,USD,INR,02/14/2063,209
407,AED,EURO,02/08/2001,2634
408,EURO,USD,09/23/1984,5373
409,INR,USD,05/07/2029,9576
410,AED,USD,12/16/1988,8232
411,USD,INR,11/30/1959,3266
412,EURO,USD,03/10/1993,6165
413,USD,AED,02/04/1960,4175
414,USD,AED,10/08/1996,7786
415,EURO,AED,11/09/1915,8272
416,USD,EURO,06/29/2056,5515
417,EURO,AED,12/12/2070,782
418,AED,USD,09/17/2034,2364
419,EURO,INR,12/14/1960,9732
420,AED,INR,05/18/2046,7085
421,AED,AED,10/19/1927,1448
422,EURO,INR,12/03/1971,2378
423,EURO,INR,08/18/1906,3103
424,INR,AED,10/25/2029,8478
425,USD,USD,11/11/2060,2515
426,AED,INR,04/29/2028,2002
427,INR,EURO,04/16/1976,6313
428,AED,INR,08/21/1984,6868
429,AED,EURO,09/22/2062,1162
430,EURO,EURO,02/19/2008,9372
431,EURO,INR,04/16/2031,8707
432,AED,USD,04/09/1949,5621
433,AED,AED,12/01/1992,1719
434,EURO,AED,05/20/1971,4873
435,EURO,AED,02/28/2054,2624
436,AED,USD,02/18/1950,3145
437,EURO,AED,03/11/2027,2762
438,AED,EURO,01/26/2064,9958
439,USD,INR,03/23/2004,8751
440,AED,INR,12/17/2003,790
441,INR,EURO,08/23/2052,2665
442,USD,AED,07/04/1915,3236
443,EURO,EURO,12/06/1936,4020
444,USD,INR,05/17/1988,8913
445,AED,USD,02/06/1906,8432
446,EURO,USD,03/09/2064,2215
447,EURO,AED,04/15/2011,9161
448,AED,USD,04/25/1913,8099
449,EURO,INR,03/16/1920,4880
450,EURO,AED,10/23/1928,8201
451,USD,EURO,10/21/1973,2631
452,USD,AED,10/08/1927,9145
453,INR,EURO,05/27/1900,967
454,EURO,EURO,01/03/1981,6332
455,EURO,INR,02/10/1963,3504
456,AED,INR,06/06/1917,4230
457,INR,AED,12/17/2045,2381
458,EURO,USD,05/09/1941,1193
459,USD,AED,03/03/1951,6324
460,AED,USD,09/05/2049,3300
461,USD,INR,01/09/2013,9246
462,INR,INR,01/27/2044,2087
463,USD,USD,03/14/1987,3515
464,USD,EURO,09/22/2053,7500
465,USD,AED,08/06/1976,6
466,AED,AED,12/08/1947,9728
467,USD,USD,04/11/1978,3638
468,AED,USD,08/16/1909,6775
469,INR,EURO,07/07/1967,1681
470,USD,USD,06/01/2065,872
471,USD,INR,08/13/2021,4301
472,INR,EURO,11/22/1926,6598
473,USD,INR,12/28/1969,5228
474,INR,AED,04/02/2036,2175
475,INR,AED,10/15/1972,422
476,EURO,INR,12/11/1991,6698
477,AED,EURO,12/13/1993,9670
478,EURO,USD,09/12/1953,7704
479,INR,USD,10/08/1933,1747
480,AED,USD,01/03/1964,5959
481,EURO,INR,06/05/1990,7594
482,INR,USD,04/17/2046,6879
483,USD,INR,02/27/2057,9054
484,EURO,AED,12/27/1939,3456
485,INR,INR,01/26/1988,3408
486,USD,USD,05/28/2019,5605
487,INR,INR,08/12/2063,7883
488,INR,EURO,01/12/1982,2042
489,USD,AED,03/22/1921,5738
490,USD,AED,05/02/2053,971
491,USD,AED,08/13/1917,952
492,USD,INR,03/22/2063,4197
493,USD,AED,12/05/1930,8912
494,AED,USD,07/04/2004,3342
495,EURO,EURO,06/04/1985,8791
496,AED,EURO,11/14/2022,4128
497,INR,INR,07/02/1922,8493
498,EURO,INR,02/21/2024,2050
499,INR,INR,11/29/2000,6794
500,INR,INR,04/05/1913,6599
501,INR,USD,11/03/2039,3308
502,AED,AED,09/24/2029,3246
503,INR,INR,11/06/2048,7432
504,INR,USD,02/26/1920,8769
505,EURO,USD,08/22/2038,3496
506,EURO,AED,02/13/1956,8116
507,EURO,INR,12/29/2041,1009
508,AED,USD,10/30/2037,4161
509,EURO,AED,02/06/1946,6183
510,USD,AED,06/28/2065,8428
511,EURO,EURO,09/12/1980,9504
512,USD,USD,03/02/1983,7875
513,USD,AED,05/20/1979,8715
514,INR,USD,04/01/2033,6004
515,EURO,AED,06/08/1938,6195
516,AED,USD,06/14/1938,4945
517,EURO,USD,05/24/1909,8598
518,AED,USD,04/10/1907,4967
519,INR,AED,09/12/2028,9586
520,AED,EURO,04/11/1961,3628
521,INR,USD,12/02/1911,72
522,USD,EURO,10/07/2049,6676
523,EURO,USD,05/18/2010,4157
524,USD,USD,12/15/1967,466
525,USD,USD,05/01/2043,2441
526,EURO,EURO,02/17/1962,3652
527,AED,EURO,04/03/1986,3852
528,AED,EURO,11/07/1907,359
529,INR,INR,12/22/2063,171
530,AED,AED,01/13/2067,742
531,AED,EURO,05/18/2025,6722
532,EURO,USD,10/11/2065,5746
533,AED,EURO,12/11/2056,2258
534,INR,USD,08/17/1992,6916
535,INR,INR,02/15/1951,2218
536,AED,INR,01/04/2016,809
537,AED,INR,06/11/1969,2295
538,AED,EURO,07/09/1901,4146
539,INR,USD,07/05/2004,5042
540,AED,USD,10/02/2048,7407
541,EURO,USD,03/28/2046,6255
542,AED,USD,06/13/1903,8516
543,EURO,USD,11/07/2012,152
544,INR,INR,06/15/1967,1402
545,EURO,INR,04/10/1981,6830
546,USD,EURO,08/12/1917,4099
547,EURO,EURO,09/07/1969,6299
548,AED,EURO,06/12/2025,7163
549,INR,EURO,11/02/1902,888
550,INR,USD,04/01/2025,8455
551,USD,EURO,04/12/2035,6886
552,INR,USD,06/27/1992,3986
553,USD,EURO,05/13/1908,5388
554,EURO,USD,11/28/1905,3929
555,USD,INR,04/08/2052,7521
556,AED,USD,01/31/1960,9323
557,USD,EURO,03/02/1910,8176
558,AED,EURO,02/02/2051,4138
559,EURO,AED,01/05/1995,2647
560,EURO,INR,09/22/1913,3743
561,AED,USD,09/08/1906,2379
562,EURO,INR,04/18/1925,6355
563,EURO,INR,07/24/2033,2830
564,EURO,USD,12/31/1930,904
565,USD,USD,06/02/1912,7111
566,USD,AED,09/02/1982,6914
567,AED,AED,08/07/2061,3931
568,INR,INR,10/23/1953,243
569,USD,AED,07/13/1961,4397
570,USD,AED,08/27/1991,2156
571,INR,INR,01/20/1970,8214
572,USD,EURO,02/11/1902,9290
573,USD,EURO,12/16/1944,715
574,EURO,AED,07/11/2054,6476
575,EURO,EURO,10/25/2049,2198
576,AED,INR,02/16/1989,7751
577,INR,INR,12/20/2017,8037
578,INR,INR,02/13/1906,4659
579,USD,EURO,12/30/1964,2168
580,AED,AED,12/20/1905,4558
581,INR,EURO,04/04/2044,6246
582,USD,USD,09/06/2026,7734
583,AED,AED,08/14/1912,6595
584,USD,AED,04/03/1947,7180
585,AED,AED,03/17/1927,6113
586,INR,EURO,08/03/2065,425
587,AED,EURO,08/11/1952,3433
588,EURO,INR,06/18/2008,3776
589,EURO,AED,09/17/1911,3799
590,AED,AED,10/14/1926,9044
591,EURO,EURO,10/09/1911,7871
592,INR,INR,08/06/1957,5287
593,EURO,AED,01/27/2037,292
594,AED,USD,11/12/1980,8915
595,INR,INR,01/19/1935,4659
596,USD,AED,10/11/1993,6043
597,USD,INR,03/13/2066,7516
598,USD,EURO,06/05/2001,2171
599,INR,INR,07/21/2065,993
600,AED,EURO,10/13/1995,7394
601,INR,USD,02/23/1949,5326
602,USD,USD,04/22/2007,6708
603,EURO,INR,12/08/1951,4865
604,USD,EURO,01/03/1992,9643
605,USD,INR,01/03/1920,919
606,INR,USD,07/22/1983,2969
607,USD,INR,04/21/1967,617
608,INR,USD,06/03/2058,7874
609,USD,EURO,08/24/1907,7530
610,EURO,EURO,10/10/1974,9353
611,EURO,EURO,05/10/1949,5721
612,EURO,INR,07/17/1944,8557
613,USD,AED,10/30/1980,9491
614,EURO,AED,10/29/1944,8570
615,EURO,EURO,08/20/1921,3635
616,USD,USD,03/24/2006,346
617,USD,EURO,06/02/1993,2235
618,EURO,INR,11/16/1984,7231
619,USD,INR,01/31/2002,5054
620,INR,INR,01/28/1963,1965
621,AED,INR,02/02/2001,1096
622,AED,AED,02/08/2044,1948
623,USD,USD,12/21/2020,6954
624,AED,AED,06/29/1930,8192
625,INR,USD,01/24/1959,9029
626,INR,EURO,11/25/2050,2265
627,AED,USD,10/04/1908,2336
628,USD,AED,04/12/1933,1401
629,EURO,AED,03/09/1969,1595
630,AED,EURO,11/27/2025,4666
631,USD,USD,12/12/2059,4938
632,INR,EURO,12/31/1964,8102
633,USD,USD,03/26/2019,7680
634,AED,AED,10/20/2053,7863
635,EURO,EURO,12/27/1948,6747
636,USD,INR,12/02/1990,3940
637,AED,EURO,04/10/1971,235
638,EURO,AED,02/14/2003,7824
639,USD,AED,01/16/2053,4612
640,INR,INR,03/23/1975,2787
641,AED,USD,12/19/2059,3398
642,INR,AED,07/26/1957,2418
643,AED,EURO,09/14/1971,5875
644,EURO,AED,04/17/1977,2804
645,USD,USD,02/19/2036,5716
646,USD,EURO,09/20/1953,3188
647,EURO,USD,12/21/2004,3342
648,USD,EURO,10/03/1992,8208
649,USD,INR,07/26/1908,3900
650,USD,USD,01/03/1994,6152
651,INR,INR,11/25/1982,6281
652,EURO,USD,08/26/1990,4794
653,EURO,EURO,08/19/1910,6842
654,USD,USD,12/25/1947,8627
655,USD,USD,01/11/2056,7444
656,USD,EURO,08/14/1902,7733
657,INR,USD,06/11/2068,3580
658,USD,AED,11/03/1927,4023
659,USD,INR,10/05/2015,5483
660,AED,EURO,05/12/1984,8583
661,INR,AED,09/18/1929,7458
662,INR,INR,03/15/1941,9860
663,INR,EURO,11/12/2014,2358
664,AED,EURO,05/04/1903,2531
665,EURO,EURO,10/22/1985,3457
666,INR,AED,03/06/2001,4308
667,EURO,INR,01/23/2035,919
668,EURO,AED,10/22/2018,7506
669,AED,USD,06/30/1930,486
670,USD,USD,10/17/1957,6971
671,INR,AED,01/08/2016,9024
672,AED,AED,05/02/1978,5250
673,INR,EURO,01/12/2018,9383
674,AED,AED,05/27/1954,1760
675,EURO,USD,03/08/2065,9848
676,EURO,USD,03/25/1987,4379
677,INR,AED,02/07/2064,8294
678,INR,EURO,10/11/2052,8918
679,EURO,USD,09/24/2057,7502
680,EURO,USD,07/30/2066,9881
681,INR,EURO,01/24/2038,584
682,INR,USD,02/24/2058,8338
683,AED,INR,07/17/1936,6451
684,INR,AED,07/23/1903,231
685,AED,INR,04/28/1937,4997
686,USD,USD,12/09/2002,5910
687,AED,EURO,09/27/1950,5380
688,USD,AED,07/25/1938,141
689,EURO,AED,12/16/1996,3477
690,EURO,INR,03/30/2008,4733
691,AED,AED,07/04/1916,6190
692,EURO,INR,02/02/1902,6601
693,AED,EURO,04/26/2037,9552
694,USD,AED,10/14/1940,9223
695,AED,USD,03/05/1999,6819
696,INR,USD,02/21/1977,293
697,INR,AED,04/21/2013,4039
698,EURO,EURO,08/17/2067,9470
699,AED,USD,02/20/1959,329
700,INR,EURO,07/26/1983,7076
701,INR,INR,11/19/2014,5043
702,AED,EURO,09/06/1939,3783
703,INR,USD,08/31/2063,5121
704,EURO,INR,06/19/1996,9741
705,INR,INR,06/02/2057,4585
706,INR,USD,04/04/1994,3534
707,AED,USD,09/22/2035,4309
708,USD,AED,06/16/2059,6959
709,USD,EURO,01/07/2053,149
710,USD,USD,08/13/1924,6766
711,INR,INR,02/04/2048,6917
712,EURO,INR,07/02/2006,8660
713,EURO,USD,06/04/1994,1593
714,AED,AED,02/25/2069,2882
715,INR,AED,02/10/2042,9985
716,EURO,USD,11/23/1995,1990
717,USD,AED,12/16/2020,9078
718,EURO,USD,12/30/1989,6277
719,USD,INR,07/18/1981,7958
720,EURO,USD,03/12/2001,2401
721,EURO,AED,10/16/1919,9205
722,EURO,AED,05/17/2047,4531
723,EURO,EURO,11/07/2040,7538
724,USD,INR,04/11/2034,1759
725,AED,EURO,08/18/1900,6334
726,EURO,INR,10/03/2068,636
727,AED,USD,06/03/2065,7978
728,EURO,EURO,05/25/2055,4191
729,AED,USD,04/19/1977,9796
730,INR,INR,08/16/1963,2901
731,AED,AED,09/03/2014,3938
732,INR,USD,02/15/1927,8011
733,USD,EURO,05/16/1928,2866
734,EURO,USD,12/06/1946,5004
735,INR,AED,04/19/2045,2420
736,AED,EURO,05/26/1977,733
737,INR,AED,11/05/1923,6300
738,EURO,USD,03/08/2030,5128
739,EURO,INR,04/08/1954,9480
740,AED,AED,02/04/1985,1717
741,EURO,USD,12/02/2070,9729
742,INR,USD,11/07/1945,6125
743,EURO,EURO,04/05/1977,6310
744,EURO,AED,03/31/1935,4685
745,EURO,AED,11/02/2056,9952
746,USD,INR,11/22/1967,5168
747,USD,AED,10/07/1905,9975
748,USD,INR,10/05/1931,3086
749,EURO,AED,10/28/1993,6101
750,INR,INR,06/19/2012,6070
751,AED,INR,07/10/1997,6713
752,INR,EURO,06/07/1975,8202
753,INR,USD,11/01/1917,4022
754,USD,EURO,01/19/1926,1895
755,AED,AED,12/09/1942,8251
756,AED,INR,07/05/2061,7400
