deal_unique_id,from_currency_ISO_code,to_currency_ISO_code,deal_timestamp,deal_amount
148,USD,EURO,09-09-2055,2537
149,INR,INR,10-01-1925,930
150,AED,USD,10-12-1953,1972
151,EURO,INR,04/18/2026,645
152,EURO,EURO,02/22/1915,941
153,INR,INR,05-07-1944,254
154,USD,EURO,02/24/2013,88
155,USD,INR,06/16/1987,746
156,USD,INR,07-03-2043,2212
157,AED,AED,12/24/1929,245
158,USD,USD,01/15/1961,2386
159,INR,EURO,07/15/1971,618
160,USD,INR,12/30/2021,13
161,INR,EURO,10/15/1996,1788
162,AED,INR,04-02-1937,1954
163,INR,EURO,02-04-1944,1735
164,USD,AED,07/25/1993,552
165,USD,USD,05/23/1969,2449
166,USD,AED,08/20/2065,2581
167,AED,EURO,11/25/1935,1372
168,EURO,INR,04/19/2034,2493
169,EURO,EURO,08/22/2057,857
170,INR,EURO,08/21/1959,1848
171,INR,EURO,10/23/1975,966
172,AED,EURO,11/23/2047,2800
173,INR,USD,03/27/1914,266
174,USD,USD,05/26/1916,1877
175,INR,USD,11-08-2005,1754
176,EURO,AED,09/27/2042,2043
177,AED,USD,11/17/1946,2172
178,EURO,USD,01/29/1953,1057
179,INR,EURO,03/26/1969,1924
180,USD,INR,07/14/2065,2851
181,INR,INR,09-07-2053,1298
182,USD,USD,03-04-2026,837
183,INR,AED,06/29/1918,31
184,AED,EURO,07-05-2061,2844
185,USD,INR,03-12-1904,1889
186,USD,AED,01/17/1980,2275
187,EURO,INR,07-11-2048,2895
188,EURO,EURO,04-03-1936,950
189,EURO,INR,10/24/2039,433
190,AED,USD,05/21/1917,1087
191,EURO,AED,05/15/1972,2590
192,USD,INR,09-11-2060,362
193,INR,AED,10/29/1947,2351
194,EURO,INR,01/13/2033,2368
195,AED,USD,11-03-1993,81
196,INR,USD,09/22/1917,1450
197,INR,USD,01/16/1909,1803
198,USD,EURO,04/29/2009,417
199,INR,AED,02-02-2050,1175
200,EURO,INR,10-12-2048,1828
201,EURO,EURO,01-05-1994,1344
202,EURO,EURO,09/20/2021,935
203,AED,INR,11-10-2053,1990
204,USD,USD,11/19/1921,2381
205,AED,INR,04/29/2047,2343
206,EURO,AED,12-01-1928,409
207,INR,USD,03/29/2008,1395
208,INR,AED,09-01-1985,116
209,AED,INR,05/24/1901,1801
210,USD,INR,04/18/1968,2452
211,AED,EURO,11/29/2043,628
212,INR,INR,04-01-1951,763
213,AED,AED,12/14/1961,469
214,AED,USD,08-08-1990,2311
215,USD,USD,09-03-2069,26
216,EURO,INR,10/17/1908,1015
217,EURO,INR,01-10-1990,1456
218,AED,USD,12-02-1992,374
219,EURO,INR,04/17/1929,2480
220,EURO,USD,01-02-1963,2756
221,USD,EURO,07/27/2008,2117
222,USD,USD,04/14/2010,841
223,AED,USD,06/21/1938,92
224,AED,AED,04-04-1906,2934
225,INR,INR,12/27/2006,2372
226,USD,AED,10/18/1944,2755
227,USD,AED,11/17/2068,1526
228,EURO,AED,05-07-2003,1869
229,EURO,AED,03/26/1907,14
230,USD,EURO,09-03-1954,2562
231,INR,INR,06/29/1990,646
232,INR,AED,01-11-1985,228
233,USD,USD,08-01-2044,929
234,USD,EURO,03/21/2060,2111
235,AED,EURO,11-08-2029,2321
236,EURO,AED,08-07-2036,2760
237,EURO,AED,05/17/1909,2237
238,INR,INR,05-06-2015,2812
239,EURO,AED,10-04-1940,875
240,USD,USD,05/27/1916,999
241,AED,INR,05-05-1944,653
242,AED,INR,06-05-1947,1367
243,EURO,USD,01/21/2006,2368
244,EURO,INR,09-05-2051,989
245,USD,AED,02/19/1958,641
246,AED,INR,06/13/1964,2752
247,AED,USD,03/24/2012,2170
248,AED,EURO,12-11-1972,2063
249,USD,USD,11-12-2052,6
250,USD,USD,03-12-1983,194
251,USD,EURO,10/17/1929,1238
252,AED,AED,01-04-2022,2315
253,AED,INR,07/26/1930,1340
254,AED,INR,06/21/1915,2979
255,USD,INR,10/24/2056,1280
256,INR,EURO,03-11-1971,1688
257,INR,INR,06/19/1980,363
258,INR,INR,11-06-1966,2128
259,INR,EURO,11/27/1968,1149
260,AED,AED,06/27/1929,1172
261,USD,USD,08/24/1933,1280
262,EURO,AED,07/26/1944,1856
263,EURO,USD,11-10-2006,686
264,AED,EURO,09-08-2059,1490
265,USD,EURO,11-09-1901,132
266,AED,AED,09/17/1961,955
267,USD,USD,05/27/1903,799
268,INR,INR,01-08-1927,1287
269,USD,AED,11/22/2028,316
270,USD,INR,06-05-1931,563
271,AED,EURO,10/13/2056,1334
272,INR,USD,03/24/2014,1821
273,EURO,EURO,05-11-1921,1603
274,USD,USD,11/14/1983,122
275,INR,EURO,09-12-1969,2647
276,INR,INR,04-12-1962,1902
277,EURO,USD,10-04-2004,1490
278,INR,EURO,05/25/1950,1085
279,EURO,EURO,12/17/1918,617
280,INR,INR,02/17/1940,757
281,AED,INR,06/15/1922,1841
282,AED,USD,07-04-1946,1344
283,INR,USD,03-05-1951,1821
284,USD,EURO,10-04-1973,163
285,INR,INR,02-12-1962,2816
286,INR,AED,02/25/1975,251
287,AED,EURO,11-03-1947,1932
288,USD,USD,02/23/1952,1461
289,AED,INR,02-02-1979,2524
290,USD,AED,04/20/1901,1195
291,USD,INR,11-09-2011,2046
292,AED,EURO,04/19/1968,36
293,USD,EURO,05-01-1940,625
294,EURO,USD,10/17/1919,235
295,USD,AED,11/29/1997,2223
296,EURO,AED,01/24/1912,481
297,AED,AED,04/26/1962,210
298,USD,EURO,10/21/2065,1594
299,AED,USD,01-07-2022,2810
300,INR,INR,03/16/1958,705
301,AED,USD,01/26/2056,2227
302,EURO,EURO,10-09-1969,2892
303,INR,USD,05-12-1925,1664
304,USD,EURO,02/28/2013,1533
305,AED,EURO,05/29/2028,38
306,EURO,USD,09/28/2070,333
307,INR,USD,11/22/1956,2217
308,EURO,USD,05/28/1963,1192
309,AED,EURO,06/18/1988,1346
310,USD,USD,10/27/1968,711
311,AED,EURO,05-06-2018,1738
312,USD,INR,05-12-1980,2424
313,AED,INR,04-02-2027,800
314,USD,INR,04/24/1930,2280
315,AED,AED,05/30/1904,1170
316,AED,INR,04/26/1901,1395
317,AED,INR,08-06-1981,1403
318,USD,USD,03/22/2061,2108
319,INR,EURO,01/18/1944,2613
320,EURO,AED,11/25/1982,523
321,USD,AED,04/15/2050,1157
322,AED,INR,06/16/2007,2935
323,INR,INR,04/30/2039,57
324,AED,AED,01-04-2029,209
325,USD,USD,10/19/2059,1774
326,INR,EURO,05/29/2004,9
327,USD,INR,09-10-2005,1033
328,EURO,AED,04/17/1992,1944
329,AED,EURO,02-05-1953,111
330,USD,INR,08/24/1924,240
331,INR,EURO,09/13/1917,2709
332,INR,INR,10/24/1945,758
333,USD,INR,02/16/2034,516
334,USD,AED,02/13/1964,2993
335,INR,USD,06/18/1975,1958
336,USD,INR,07-08-2031,527
337,USD,INR,06/25/1913,2118
338,INR,EURO,07/20/2044,2721
339,INR,EURO,11-08-2008,955
340,AED,AED,11/27/2023,785
341,INR,USD,12/25/1996,2711
342,EURO,USD,01-06-1934,2709
343,AED,EURO,01/27/1954,2699
344,INR,INR,04/19/2025,2795
345,USD,INR,02/19/1951,753
346,EURO,AED,07/22/2068,2212
347,INR,EURO,09-07-2038,2485
348,AED,INR,09-09-2006,2131
349,INR,AED,09/13/1986,1816
350,INR,AED,05/24/2059,676
351,INR,AED,09-03-1944,2073
352,AED,INR,08/25/1995,2498
353,USD,USD,07-12-1971,2460
354,AED,USD,04-07-2001,2787
355,USD,AED,09/15/2015,2838
356,EURO,INR,01/26/1949,2434
357,USD,EURO,12/26/1952,1959
358,AED,USD,04/21/1954,386
359,AED,USD,08/29/2012,2520
360,INR,AED,12-10-2037,525
361,EURO,USD,10/22/1917,968
362,INR,INR,12-06-2052,1499
363,USD,USD,09-03-1955,2024
364,USD,AED,12/31/2058,1648
365,AED,USD,09/25/1928,2847
366,INR,EURO,07-01-1949,993
367,USD,INR,09/13/1977,320
368,EURO,EURO,10/26/2007,2358
369,AED,EURO,05/22/1910,2631
370,INR,AED,01/15/1953,2508
371,EURO,AED,04/22/2014,2343
372,EURO,AED,05-11-2063,1051
373,EURO,INR,02/13/2030,1839
374,INR,EURO,10-10-1965,1105
375,USD,INR,12/28/2048,247
376,INR,EURO,06/26/1913,1854
377,EURO,INR,12/29/2059,186
378,INR,INR,09/22/1984,118
379,INR,USD,04-01-1972,1263
380,USD,EURO,09-12-1956,776
381,AED,INR,09/20/1924,2353
382,USD,USD,09-03-1943,2473
383,USD,INR,10-07-2045,1692
384,AED,USD,02/28/1928,89
385,INR,USD,02/27/1942,188
386,EURO,INR,02/27/1945,724
387,EURO,EURO,12-08-2026,2988
388,USD,EURO,05-05-1924,2775
389,INR,USD,02-01-2050,1320
390,AED,EURO,05/30/2031,454
391,EURO,USD,08-12-1921,317
392,AED,INR,04-11-2028,2408
393,USD,USD,07/26/1978,2230
394,EURO,USD,11/18/2005,624
395,INR,INR,06/23/1929,2593
396,USD,INR,12-07-2067,2336
397,AED,EURO,11/16/2014,2274
398,EURO,EURO,04/23/1918,1863
399,EURO,USD,07/17/2015,1741
400,AED,EURO,11/25/2042,2087
401,INR,INR,05/23/2032,444
402,USD,AED,05/30/1972,461
403,AED,AED,06-07-1963,1117
404,EURO,AED,04/21/1943,2938
405,USD,AED,09/16/1985,1262
406,INR,EURO,03/19/2050,1062
407,EURO,EURO,07-04-2045,994
408,EURO,INR,05-01-1945,1197
409,INR,EURO,08-03-1932,280
410,AED,AED,04-11-1917,1924
411,EURO,USD,01-12-2000,26
412,USD,EURO,12-04-2007,1845
413,EURO,AED,09-08-2001,203
414,EURO,EURO,06/25/1937,1069
415,INR,EURO,05-08-1956,2822
416,EURO,AED,09/21/2070,2799
417,INR,EURO,04/26/2047,2346
418,EURO,INR,04-11-1947,1401
419,INR,AED,01/24/2058,1505
420,USD,AED,06/27/2017,1767
421,INR,EURO,08/14/1932,121
422,INR,AED,03/31/2013,1682
423,EURO,USD,03/27/2008,2989
424,USD,EURO,12-07-2046,542
425,AED,USD,11/16/2052,1276
426,INR,INR,09/23/2034,1606
427,USD,EURO,06/30/1995,2812
428,INR,INR,05/15/2049,1929
429,AED,AED,10-12-1960,32
430,USD,EURO,12-11-1945,80
431,EURO,EURO,02/24/2049,1118
432,INR,AED,07/26/1998,2917
433,AED,EURO,05-05-1941,811
434,AED,EURO,01-09-2018,1242
435,USD,AED,09-02-2042,573
436,AED,EURO,10/24/2003,1578
437,USD,AED,03/30/1918,2298
438,USD,AED,12/24/2055,1361
439,INR,EURO,01/20/1918,2001
440,USD,AED,10/30/2052,239
441,AED,INR,09/13/1922,189
442,AED,USD,08/18/2049,829
443,USD,AED,04-06-1913,124
444,EURO,INR,10/15/1900,1974
445,AED,USD,10/19/1994,841
446,INR,USD,07-12-1929,1687
447,EURO,INR,06-08-2009,1308
448,INR,INR,10-04-1998,2629
449,EURO,USD,02/17/2015,886
450,EURO,USD,09/29/2040,2657
451,AED,EURO,05-06-2002,382
452,EURO,EURO,02/23/1982,786
453,USD,USD,11-09-1972,980
454,USD,EURO,01/26/1902,108
455,USD,INR,11/29/1988,346
456,INR,EURO,01/22/2040,1515
457,INR,EURO,10/29/2003,254
458,EURO,USD,01/21/1997,1833
459,USD,AED,08/26/2064,2836
460,INR,INR,11-06-2066,584
461,AED,INR,05-02-1910,2222
462,AED,USD,03/20/2042,2409
463,USD,INR,10-12-2067,168
464,AED,INR,04-05-2035,205
465,AED,EURO,02/13/2025,2089
466,EURO,EURO,11/13/1976,2609
467,USD,AED,06-12-1996,1691
468,EURO,AED,01/24/1949,134
469,USD,EURO,08/22/1944,222
470,USD,INR,05/15/1963,118
471,EURO,INR,03/17/1909,910
472,EURO,EURO,12/21/1958,2517
473,USD,USD,10-06-2053,1764
474,INR,USD,10/13/1936,2863
475,USD,EURO,04/24/1960,160
476,EURO,AED,08/30/1952,616
477,USD,INR,05/13/1935,2234
478,INR,EURO,06/20/2021,634
479,EURO,USD,02/14/1925,623
480,AED,USD,12/13/1978,2422
481,INR,EURO,07-11-1900,159
482,AED,AED,04/24/1956,642
483,EURO,USD,11-10-2036,1021
484,INR,USD,12-08-1930,299
485,EURO,INR,07-11-1921,2937
486,EURO,USD,01-10-2010,2341
487,INR,AED,07/30/2036,80
488,INR,EURO,07/22/1977,164
489,EURO,AED,10-01-2033,2192
490,INR,USD,11-08-1992,1562
491,INR,USD,03-07-1902,2249
492,INR,AED,05/31/1911,1000
493,EURO,AED,04-08-1933,1166
494,INR,EURO,02/23/1935,2628
495,AED,INR,10/17/1901,2731
496,EURO,INR,04-05-1966,1335
497,USD,AED,04/28/1952,627
498,INR,USD,08/27/2032,1475
499,EURO,EURO,08/16/2025,2367
500,AED,EURO,07/16/1933,2775
501,AED,INR,11-03-1946,2806
502,AED,EURO,03/27/1991,1869
503,EURO,AED,01-02-2058,25
504,USD,USD,07/29/1989,357
505,USD,EURO,04/15/2058,307
506,USD,AED,11/14/2002,1033
507,EURO,EURO,06/27/1918,568
508,AED,USD,04/20/1919,1823
509,AED,AED,10/17/2005,2015
510,AED,AED,10/14/1963,1215
511,EURO,AED,03/13/2066,2191
512,EURO,EURO,02-01-1984,680
513,USD,INR,06-02-1957,785
514,USD,EURO,06/13/1970,702
515,INR,INR,07-09-1945,1204
516,AED,INR,07/20/2008,1880
517,AED,USD,03-02-1975,1751
518,INR,AED,04-03-2044,1874
519,EURO,AED,05/13/2018,238
520,INR,EURO,05/18/1936,1146
521,AED,AED,02-06-1976,2688
522,INR,USD,10/26/2054,262
523,INR,INR,03/30/1905,554
524,AED,INR,09-02-2046,2679
525,AED,USD,03-03-1937,2694
526,INR,EURO,06/20/2034,2506
527,USD,AED,12-06-1970,1258
528,AED,INR,02/13/1903,1556
529,EURO,INR,12/22/2056,1714
530,INR,INR,10-09-1923,47
531,USD,USD,08/16/1970,352
532,INR,INR,05/20/1908,2849
533,INR,USD,01/25/1950,1568
534,INR,USD,06-06-1950,1478
535,USD,AED,03-11-2023,2752
536,EURO,INR,04/19/2022,1858
537,USD,USD,11/18/1948,1950
538,USD,USD,03-05-1943,565
539,EURO,INR,05/25/2006,806
540,USD,AED,10/24/1951,1264
541,USD,EURO,04-12-2014,2583
542,EURO,AED,08/13/1951,1756
543,USD,USD,08/15/1980,275
544,EURO,EURO,04/21/2018,2185
545,USD,INR,08-11-1991,1588
546,INR,AED,07/29/2055,1324
547,INR,AED,05/30/1976,908
548,INR,INR,07/27/2036,203
549,USD,AED,02/28/2030,602
550,AED,USD,08-03-1956,2815
551,AED,AED,08-12-1982,397
552,USD,EURO,10/21/2013,2331
553,EURO,USD,02/16/1988,452
554,EURO,INR,10/14/2006,1499
555,AED,INR,03-12-2021,2925
556,AED,AED,02-12-1918,1025
557,INR,EURO,11/19/2034,2971
558,EURO,INR,08-06-1922,2350
559,AED,EURO,07/14/2035,2146
560,EURO,INR,10-12-1915,2513
561,EURO,EURO,11-09-1948,474
562,EURO,USD,08/15/2004,442
563,USD,INR,09/14/1933,144
564,AED,AED,03/18/2039,2656
565,INR,EURO,11-10-1923,455
566,INR,EURO,03/16/1903,2354
567,EURO,AED,01/26/2015,871
568,INR,INR,02/18/1931,715
569,INR,USD,03-12-2009,2080
570,EURO,AED,08/19/1909,2616
571,EURO,AED,08-09-1908,2350
572,INR,EURO,09-03-1995,1773
573,AED,INR,12/26/2030,2104
574,INR,INR,04/24/2056,1497
575,INR,INR,09-09-2043,2720
576,EURO,AED,05-11-1958,1092
577,EURO,EURO,11/30/2019,2522
578,AED,INR,08/30/2061,191
579,USD,USD,12-12-1985,1743
580,USD,AED,12-05-2040,1788
581,AED,USD,06/16/1960,2779
582,USD,AED,02/26/2060,163
583,INR,USD,02/28/2068,993
584,EURO,INR,02-12-1978,1743
585,AED,EURO,08-03-1939,1803
586,USD,USD,12-01-1980,459
587,INR,EURO,09/14/2024,2097
588,EURO,EURO,10-05-1932,1886
589,INR,EURO,08-05-1982,754
590,EURO,EURO,07/26/2058,1162
591,USD,USD,05/19/1947,356
592,AED,EURO,01/28/2056,1218
593,USD,INR,08/27/1978,965
594,EURO,AED,04-11-2017,669
595,EURO,EURO,08/15/1948,504
596,EURO,EURO,11/20/1964,491
597,AED,AED,11/18/1992,2001
598,AED,EURO,05/16/1982,2669
599,EURO,USD,09/29/2057,1513
600,INR,INR,01/18/1944,2113
601,AED,INR,01-12-2061,2787
602,AED,INR,03-05-2067,1723
603,EURO,USD,05/20/2033,2336
604,USD,USD,10/20/2017,731
605,AED,INR,08/31/1977,1644
606,INR,INR,09/15/1912,2559
607,EURO,INR,05-10-1990,1526
608,USD,EURO,10-10-2065,2176
609,AED,USD,12/24/2057,2649
610,USD,USD,12/20/1968,476
611,USD,USD,01/17/2000,1619
612,EURO,INR,06-09-1956,2467
613,USD,INR,03-05-1913,2629
614,INR,USD,03/22/2064,1959
615,AED,AED,03-06-1993,1251
616,INR,INR,08/31/2049,2257
617,AED,EURO,08/18/1955,2478
618,INR,INR,10/27/1902,152
619,USD,AED,11/20/2059,751
620,EURO,EURO,03/18/2016,2911
621,EURO,INR,11-07-2039,1995
622,AED,INR,01/26/2022,620
623,AED,INR,03/27/1949,2451
624,AED,EURO,05/15/2065,2705
625,USD,AED,06-10-1967,1692
626,USD,INR,11-01-2032,2590
627,INR,USD,01-04-1959,138
628,EURO,INR,12-10-2032,1670
629,USD,USD,06/27/1960,2356
630,EURO,USD,12/18/1900,167
631,USD,USD,08/25/1998,2781
632,USD,AED,02/16/2005,2610
633,INR,AED,04/24/1941,1017
634,USD,INR,01/22/2027,1342
635,EURO,EURO,10/13/2032,340
636,AED,USD,10/28/1980,813
637,EURO,EURO,02/28/1929,2108
638,INR,AED,05/26/2064,2324
639,AED,USD,11-10-1954,1289
640,INR,EURO,08/31/1992,1471
641,INR,AED,03/16/1956,2861
642,USD,AED,08/19/1926,2326
643,EURO,USD,11-11-1986,100
644,AED,AED,09/27/2008,384
645,USD,EURO,03/26/1920,896
646,INR,INR,03-04-1934,494
647,USD,EURO,05-04-2014,471
648,INR,INR,12/14/1996,758
649,AED,AED,01-10-1984,1683
650,EURO,EURO,06/25/2065,1846
651,AED,AED,02-11-1953,2659
652,EURO,INR,02/13/1994,1282
653,USD,EURO,11-11-1976,319
654,EURO,EURO,08-12-2025,72
655,AED,USD,07/25/2026,2019
656,USD,EURO,06-05-2012,2335
657,AED,EURO,01-06-1968,62
658,EURO,USD,06/25/1907,2405
659,INR,AED,05/14/1949,2576
660,EURO,USD,06/22/1948,1482
661,USD,EURO,01-08-1936,2170
662,INR,INR,05/19/2029,1956
663,EURO,AED,06/28/2020,176
664,USD,EURO,08/15/2023,2337
665,INR,EURO,11/28/2011,2188
666,AED,INR,04/16/1995,930
667,EURO,USD,03-03-2013,554
668,EURO,EURO,01/18/1949,2822
669,AED,AED,08/22/1924,2980
670,AED,EURO,10-01-2046,391
671,INR,EURO,08/15/2027,2538
672,AED,INR,03-09-2001,68
673,EURO,AED,09/21/1941,180
674,EURO,AED,12-07-2051,2935
675,EURO,USD,04-05-1966,1027
676,EURO,EURO,08-04-1966,1031
677,AED,INR,07/17/2027,2601
678,AED,INR,09/13/1941,717
679,USD,USD,05-07-2017,1199
680,INR,USD,06-02-2041,1457
681,USD,INR,01/26/1938,2977
682,EURO,AED,05/17/2003,1766
683,AED,USD,07/21/1916,2574
684,INR,USD,01/27/1909,2646
685,INR,AED,07/21/1959,2145
686,USD,USD,12/31/1979,2362
687,USD,AED,12/25/2010,1802
688,USD,INR,10-04-1909,2086
689,AED,AED,12/24/1993,1518
690,AED,INR,08-04-2058,416
691,INR,AED,03-12-1909,1026
692,EURO,AED,09/22/1992,2995
693,EURO,AED,02-11-1962,622
694,USD,EURO,12/30/1937,1666
695,USD,USD,04/30/1908,1339
696,EURO,INR,09-03-2057,2573
697,AED,EURO,11-11-1927,2292
698,USD,AED,08/28/1953,1638
699,EURO,USD,03/16/1965,2613
700,INR,AED,06-11-1995,2086
701,INR,INR,12/28/2058,550
702,AED,AED,02/19/1901,182
703,USD,EURO,10-04-1952,123
704,EURO,USD,12-10-2068,681
705,USD,AED,03/24/1957,2366
706,AED,AED,02/13/2016,1385
707,INR,USD,04/13/1993,450
708,USD,INR,06/25/1959,990
709,AED,USD,02-11-2038,437
710,INR,INR,12-03-1996,1202
711,AED,INR,03/18/2005,547
712,AED,EURO,04/26/2040,2336
713,EURO,USD,07/19/1906,962
714,EURO,USD,09-12-2050,1411
715,AED,USD,11/22/2067,946
716,EURO,AED,09/30/1995,1055
717,EURO,USD,11/21/1902,2239
718,EURO,EURO,11/30/2058,2772
719,INR,AED,03-06-1939,377
720,EURO,USD,06/23/1958,1279
721,AED,USD,02-10-2038,2819
722,USD,AED,08/28/1996,209
723,USD,AED,01/19/2033,2290
724,EURO,USD,07-10-1918,2558
725,AED,INR,01/20/2014,795
726,EURO,USD,02/26/2010,2731
727,EURO,INR,09/24/1944,510
728,INR,INR,12/28/1959,849
729,INR,INR,09/21/2007,222
730,AED,USD,11-12-2062,1685
731,USD,USD,02-12-2023,2462
732,USD,INR,01/17/1990,63
733,AED,INR,12/13/1973,2544
734,USD,EURO,01/14/1916,2375
735,EURO,EURO,01/23/1925,1777
736,USD,USD,10-09-2002,271
737,INR,AED,06-12-1970,2560
738,USD,EURO,10/19/1908,2561
739,EURO,AED,03/31/1947,1831
740,USD,EURO,05/21/1936,995
741,INR,USD,04-06-1919,2888
742,EURO,AED,11/21/2011,1573
743,INR,USD,06/20/1985,2732
744,USD,USD,01/14/1973,478
745,INR,EURO,07-12-1962,235
746,INR,INR,10/13/2049,1962
747,INR,EURO,08/31/1984,1221
748,USD,USD,03/29/2023,1705
749,EURO,AED,02-09-1962,1715
750,AED,EURO,12-02-2044,2552
751,USD,AED,04/27/2033,269
752,USD,INR,04/28/2019,1375
753,INR,INR,06-12-1987,1896
754,AED,USD,08/21/1935,565
755,USD,INR,07-05-1965,457
756,EURO,EURO,08-11-1985,764
757,INR,INR,12/31/2033,2693
758,EURO,INR,11/22/1978,1076
759,USD,INR,03/20/2054,2977
760,USD,EURO,07/30/2002,2204
761,EURO,EURO,05/26/2059,175
762,AED,USD,03/28/1951,77
763,USD,AED,07/22/1962,1481
764,AED,USD,07-11-2020,399
765,EURO,INR,03/13/2030,407
766,USD,EURO,01/27/1949,249
767,USD,INR,05/19/2026,468
